"Código NCM";"Descrição NCM";"Unidade estatística"
"29339083";"Nitrazepam";"QUILOGRAMA LIQUIDO"
"29339084";"Nordazepam (n-desmetildiazepam)";"QUILOGRAMA LIQUIDO"
"29339085";"Pinazepam";"QUILOGRAMA LIQUIDO"
"29339086";"Prazepam";"QUILOGRAMA LIQUIDO"
"29339087";"Temazepam";"QUILOGRAMA LIQUIDO"
"29339088";"Tetrazepam";"QUILOGRAMA LIQUIDO"
"29339089";"Outros compostos heterocíclicos com 1 ciclo diazepina, seus sais";"QUILOGRAMA LIQUIDO"
"29339091";"Azinfos etílico";"QUILOGRAMA LIQUIDO"
"29391192";"Tebaína e seus sais";"QUILOGRAMA LIQUIDO"
"29391900";"Outros alcalóides do ópio, seus derivados e sais";"QUILOGRAMA LIQUIDO"
"29392000";"Alcalóides da quina, seus derivados e sais";"QUILOGRAMA LIQUIDO"
"29392100";"Quinina e seus sais";"QUILOGRAMA LIQUIDO"
"29392900";"Outros alcalóides da quina, seus derivados e sais";"QUILOGRAMA LIQUIDO"
"29393010";"Cafeína";"QUILOGRAMA LIQUIDO"
"29393020";"Sais da cafeína";"QUILOGRAMA LIQUIDO"
"29394100";"Efedrina e seus sais";"QUILOGRAMA LIQUIDO"
"29394200";"Pseudoefedrina (DCI) e seus sais";"QUILOGRAMA LIQUIDO"
"29394300";"Catina (DCI) e seus sais";"QUILOGRAMA LIQUIDO"
"29394400";"Norefedrina e seus sais";"QUILOGRAMA LIQUIDO"
"29394900";"Outros derivados da efedrina e seus sais";"QUILOGRAMA LIQUIDO"
"29394910";"Catina e seus sais";"QUILOGRAMA LIQUIDO"
"29221320";"Sais de trietanolamina";"QUILOGRAMA LIQUIDO"
"29221400";"Dextropropoxifeno (DCI) e seus sais";"QUILOGRAMA LIQUIDO"
"29221911";"Monoisopropanolamina";"QUILOGRAMA LIQUIDO"
"29221912";"2,4-Diclorofenoxiacetato de triisopropanolamina";"QUILOGRAMA LIQUIDO"
"29221913";"2,4-Diclorofenoxiacetato de dimetilpropanolamina";"QUILOGRAMA LIQUIDO"
"29221919";"Propanolaminas, seus outros sais e derivados";"QUILOGRAMA LIQUIDO"
"29221921";"Citrato de orfenadrina";"QUILOGRAMA LIQUIDO"
"29221929";"Orfenadrina e seus outros sais";"QUILOGRAMA LIQUIDO"
"29221931";"Cloridrato de ambroxol";"QUILOGRAMA LIQUIDO"
"29221939";"Ambroxol e seus outros sais";"QUILOGRAMA LIQUIDO"
"29221941";"Cloridrato de clobutinol";"QUILOGRAMA LIQUIDO"
"29221949";"Clobutinol e seus outros sais";"QUILOGRAMA LIQUIDO"
"29395010";"Teofilina";"QUILOGRAMA LIQUIDO"
"29395020";"Aminofilina";"QUILOGRAMA LIQUIDO"
"29395030";"Fenetilina e seus sais";"QUILOGRAMA LIQUIDO"
"29395090";"Derivados e sais da teofilina e aminofilina";"QUILOGRAMA LIQUIDO"
"29395100";"Fenetilina (DCI) e seus sais";"QUILOGRAMA LIQUIDO"
"29395910";"Teofilina";"QUILOGRAMA LIQUIDO"
"29395920";"Aminofilina";"QUILOGRAMA LIQUIDO"
"29395990";"Outros derivados e sais de teofilina ou aminofilina";"QUILOGRAMA LIQUIDO"
"29396100";"Ergometrina (DCI) e seus sais";"QUILOGRAMA LIQUIDO"
"29396200";"Ergotamina (DCI) e seus sais";"QUILOGRAMA LIQUIDO"
"29396300";"Ácido lisérgico e seus sais";"QUILOGRAMA LIQUIDO"
"30039066";"Medicamento contendo espironolactona, exceto em doses";"QUILOGRAMA LIQUIDO"
"30039067";"Medicamento contendo carbocisteína ou sulfiram, exceto em doses";"QUILOGRAMA LIQUIDO"
"30039068";"Medicamento contendo etoposido, exceto em doses";"QUILOGRAMA LIQUIDO"
"28492000";"Carbonetos de constituição química definida ou não, de silício";"QUILOGRAMA LIQUIDO"
"28499010";"Carbonetos de constituição química definida ou não, de boro";"QUILOGRAMA LIQUIDO"
"28499020";"Carbonetos de constituição química definida ou não, de tântalo";"QUILOGRAMA LIQUIDO"
"28499030";"Carbonetos de constituição química definida ou não, de tungstênio (volfrâmio)";"QUILOGRAMA LIQUIDO"
"28499090";"Outros carbonetos de constituição química definida ou não";"QUILOGRAMA LIQUIDO"
"28500010";"Nitreto de boro";"QUILATE"
"28500020";"Silicieto de cálcio";"QUILOGRAMA LIQUIDO"
"28500090";"Hidretos, azidas, boretos e outros nitretos e silicietos";"QUILOGRAMA LIQUIDO"
"28510010";"Cianamida e seus derivados metálicos";"QUILOGRAMA LIQUIDO"
"28510020";"Sulfocloretos de fósforo";"QUILOGRAMA LIQUIDO"
"28510031";"Cloreto de cianogênio";"QUILOGRAMA LIQUIDO"
"28510039";"Cianogênio e seus outros halogenetos";"QUILOGRAMA LIQUIDO"
"28510090";"Outs.compostos inorgânicos, ar líquido, ar comprimido, etc";"QUILOGRAMA LIQUIDO"
"28520011";"Óxidos de mercúrio";"QUILOGRAMA LIQUIDO"
"28520012";"Cloreto de mercúrio i; cloreto de mercúrio ii";"QUILOGRAMA LIQUIDO"
"28520013";"Cloreto de mercúrio ii, para uso fotográfico, para venda a varejo";"QUILOGRAMA LIQUIDO"
"28520014";"Cloreto de mercúrio ii, apresentado de outro modo";"QUILOGRAMA LIQUIDO"
"28520019";"Outros compostos inorgânicos/orgânicos, exceto  amálgamas";"QUILOGRAMA LIQUIDO"
"28520021";"Acetato de mercúrio";"QUILOGRAMA LIQUIDO"
"28520022";"Timerosal";"QUILOGRAMA LIQUIDO"
"29310077";"N, n-dialquil fósforoamidocianidatos de o-alquila, etc.";"QUILOGRAMA LIQUIDO"
"29310079";"Outros compostos organofosforados";"QUILOGRAMA LIQUIDO"
"29310081";"Acetato de fenilmercúrio, de amônio fenilmercúrio, etc.";"QUILOGRAMA LIQUIDO"
"29334920";"Oxaminiquina";"QUILOGRAMA LIQUIDO"
"29334930";"Broxiquinolina";"QUILOGRAMA LIQUIDO"
"29334940";"Ésteres do levorfanol";"QUILOGRAMA LIQUIDO"
"29334990";"Outros compostos contendo ciclos de quinoleína, etc.";"QUILOGRAMA LIQUIDO"
"29335100";"Malonilureia (acido barbitúrico), seus derivados e sais";"QUILOGRAMA LIQUIDO"
"29335111";"Amobarbital e seus sais";"QUILOGRAMA LIQUIDO"
"29335112";"Barbital e seus sais";"QUILOGRAMA LIQUIDO"
"29335113";"Butobarbital (""butethal"") e seus sais";"QUILOGRAMA LIQUIDO"
"29335114";"Ciclobarbital (""cyclobarbital"") e seus sais";"QUILOGRAMA LIQUIDO"
"29335115";"Metilfenobarbital (""mephobarbital"") e seus sais";"QUILOGRAMA LIQUIDO"
"29335116";"Pentobarbital e seus sais";"QUILOGRAMA LIQUIDO"
"29335117";"Fenobarbital (""phenobarbital"") e seus sais";"QUILOGRAMA LIQUIDO"
"29335118";"Secbutabarbital (ácido 5-etil-5-sec-butilbarbitúrico)";"QUILOGRAMA LIQUIDO"
"29335119";"Outras malonilureias, com 1 ou 2 grupos etila no carbono 5";"QUILOGRAMA LIQUIDO"
"29371020";"Hcg (gonadotrofina coriônica)";"QUILOGRAMA LIQUIDO"
"29371030";"Pmsg (gonadotrofina sérica)";"QUILOGRAMA LIQUIDO"
"29371040";"Menotropinas";"QUILOGRAMA LIQUIDO"
"22090000";"Vinagres e seus sucedâneos obtidos a partir do ácido acético, para usos alimentares";"LITRO"
"23011010";"Farinhas, pós e pellets, de carnes; torresmos, impróprios para alimentação humana";"QUILOGRAMA LIQUIDO"
"29371990";"Outros hormônios polipeptídeos, proteicos, etc.";"QUILOGRAMA LIQUIDO"
"29372110";"Cortisona";"QUILOGRAMA LIQUIDO"
"29372120";"Hidrocortisona";"QUILOGRAMA LIQUIDO"
"29372130";"Prednisona (deidrocortisona)";"QUILOGRAMA LIQUIDO"
"29372140";"Prednisolona (deidroidrocortisona)";"QUILOGRAMA LIQUIDO"
"29372210";"Dexametasona e seus acetatos";"QUILOGRAMA LIQUIDO"
"28520023";"Estearato de mercúrio";"QUILOGRAMA LIQUIDO"
"28520024";"Lactato de mercúrio";"QUILOGRAMA LIQUIDO"
"29094411";"Éter etílico do etilenoglicol";"QUILOGRAMA LIQUIDO"
"29094412";"Éter isobutílico do etilenoglicol";"QUILOGRAMA LIQUIDO"
"29094413";"Éter hexílico do etilenoglicol";"QUILOGRAMA LIQUIDO"
"29094419";"Outros éteres monoalquílicos do etilenoglicol";"QUILOGRAMA LIQUIDO"
"29094421";"Éter etílico do dietilenoglicol";"QUILOGRAMA LIQUIDO"
"29094429";"Outros éteres monoalquílicos do dietilenoglicol";"QUILOGRAMA LIQUIDO"
"29094910";"Guaifenesina";"QUILOGRAMA LIQUIDO"
"29094921";"Trietilenoglicol";"QUILOGRAMA LIQUIDO"
"29094922";"Tetraetilenoglicol";"QUILOGRAMA LIQUIDO"
"29094923";"Pentaetilenoglicol e seus éteres";"QUILOGRAMA LIQUIDO"
"29094924";"Éter fenílico do etilenoglicol";"QUILOGRAMA LIQUIDO"
"29094929";"Outros etilenoglicóis e seus éteres";"QUILOGRAMA LIQUIDO"
"29094931";"Dipropilenoglicol";"QUILOGRAMA LIQUIDO"
"29094932";"Éteres do mono-, di- e tripropilenoglicol";"QUILOGRAMA LIQUIDO"
"29094939";"Outros propilenoglicóis e seus éteres";"QUILOGRAMA LIQUIDO"
"29094941";"Éter etílico do butilenoglicol";"QUILOGRAMA LIQUIDO"
"29094949";"Butilenoglicóis e outros éteres";"QUILOGRAMA LIQUIDO"
"29094950";"Álcool fenoxibenzílico";"QUILOGRAMA LIQUIDO"
"29094990";"Outros éteres-alcoóis e seus derivados halogenados, etc.";"QUILOGRAMA LIQUIDO"
"29321300";"Álcool furfurílico e álcool tetraidrofurfurílico";"QUILOGRAMA LIQUIDO"
"29321310";"Álcool furfurílico";"QUILOGRAMA LIQUIDO"
"29321320";"Álcool tetraidrofurfurílico";"QUILOGRAMA LIQUIDO"
"29321910";"Ranitidina e seus sais";"QUILOGRAMA LIQUIDO"
"29321920";"Nafronil";"QUILOGRAMA LIQUIDO"
"29321930";"Nitrovin";"QUILOGRAMA LIQUIDO"
"29321940";"Bioresmetrina";"QUILOGRAMA LIQUIDO"
"29321950";"Diacetato de 5-nitrofurfurilideno (NFDA)";"QUILOGRAMA LIQUIDO"
"29321990";"Outros compostos heterocíclicos com 1 ciclo furano, não condensado";"QUILOGRAMA LIQUIDO"
"29322000";"Lactonas";"QUILOGRAMA LIQUIDO"
"29322110";"Cumarina";"QUILOGRAMA LIQUIDO"
"29322190";"Metilcumarinas e etilcumarinas";"QUILOGRAMA LIQUIDO"
"29322910";"Cumafos (""coumaphos"")";"QUILOGRAMA LIQUIDO"
"29322920";"Fenolftaleína";"QUILOGRAMA LIQUIDO"
"29322930";"Espironolactona";"QUILOGRAMA LIQUIDO"
"29322931";"Ivermectina";"QUILOGRAMA LIQUIDO"
"29322932";"Abamectina";"QUILOGRAMA LIQUIDO"
"29322933";"Moxidectina";"QUILOGRAMA LIQUIDO"
"29322990";"Outras lactonas";"QUILOGRAMA LIQUIDO"
"29329100";"Isossafrol";"QUILOGRAMA LIQUIDO"
"29329200";"1-(1,3-Benzodioxol-5-il)propan-2-ona";"QUILOGRAMA LIQUIDO"
"29329300";"Piperonal";"QUILOGRAMA LIQUIDO"
"29329400";"Safrol";"QUILOGRAMA LIQUIDO"
"29329500";"Tetraidrocanabinóis (todos os isômeros)";"QUILOGRAMA LIQUIDO"
"29329911";"Eucaliptol";"QUILOGRAMA LIQUIDO"
"29329912";"Quercetina";"QUILOGRAMA LIQUIDO"
"29329913";"Dinitrato de isossorbida";"QUILOGRAMA LIQUIDO"
"29329914";"Carbofurano";"QUILOGRAMA LIQUIDO"
"29329921";"Ivermectin";"QUILOGRAMA LIQUIDO"
"29329922";"Abamectina";"QUILOGRAMA LIQUIDO"
"29329923";"Moxidectina";"QUILOGRAMA LIQUIDO"
"29349022";"Zidovudina (azt)";"QUILOGRAMA LIQUIDO"
"29349023";"Timidina";"QUILOGRAMA LIQUIDO"
"29309097";"Outros compostos que contenham um átomo de fósforo ligado a um grupo alquila (de C1 a C3), sem outros átomos de carbono";"QUILOGRAMA LIQUIDO"
"29309098";"Ditiocarbonatos (xantatos e xantogenatos)";"QUILOGRAMA LIQUIDO"
"29309099";"Outros tiocompostos orgânicos";"QUILOGRAMA LIQUIDO"
"29310010";"Compostos organo-mercuriais";"QUILOGRAMA LIQUIDO"
"29310011";"Timerosal";"QUILOGRAMA LIQUIDO"
"29310019";"Outros compostos organo-mercuriais";"QUILOGRAMA LIQUIDO"
"29310021";"Bis (trimetilsilil) ureia";"QUILOGRAMA LIQUIDO"
"29310029";"Outros compostos organo-silícicos";"QUILOGRAMA LIQUIDO"
"29310031";"Etefon, difenilfosfonato (4, 4'-bis[(dimetoxifosfinil...";"QUILOGRAMA LIQUIDO"
"29310032";"Glifosato e seu sal de monoisopropilamina";"QUILOGRAMA LIQUIDO"
"29310033";"Etidronato dissódico";"QUILOGRAMA LIQUIDO"
"29310034";"Triclorfon";"QUILOGRAMA LIQUIDO"
"29310035";"Glufozinato de amônio";"QUILOGRAMA LIQUIDO"
"29349028";"Oxazolam";"QUILOGRAMA LIQUIDO"
"29349029";"Outros compostos heterocíclicos com três heteroátomos nitrogênio e oxigênio";"QUILOGRAMA LIQUIDO"
"29349031";"Cetoconazol";"QUILOGRAMA LIQUIDO"
"29349032";"Cloridrato de prazosina";"QUILOGRAMA LIQUIDO"
"29349033";"Talniflumato";"QUILOGRAMA LIQUIDO"
"29349034";"Ácido nucleico e seus sais";"QUILOGRAMA LIQUIDO"
"29349035";"Aminorex e seus sais";"QUILOGRAMA LIQUIDO"
"29349036";"Pemolina e seus sais";"QUILOGRAMA LIQUIDO"
"29349039";"Outros compostos heterocíclicos com heteroátomos de nitrogênio oxigênio";"QUILOGRAMA LIQUIDO"
"29349041";"Tiofeno";"QUILOGRAMA LIQUIDO"
"29349042";"Ácido 6-aminopenicilânico";"QUILOGRAMA LIQUIDO"
"29349043";"Ácido 7-aminocefalosporânico";"QUILOGRAMA LIQUIDO"
"29339956";"Fembendazol";"QUILOGRAMA LIQUIDO"
"29339959";"Outros compostos heterocíclicos contendo ciclo imidazol";"QUILOGRAMA LIQUIDO"
"29339961";"Triadimenol";"QUILOGRAMA LIQUIDO"
"29339962";"Triadimefon";"QUILOGRAMA LIQUIDO"
"29339963";"Triazofos (fósforotioato de o, o-dietila o-(1";"QUILOGRAMA LIQUIDO"
"29339969";"Outros compostos heterocíclicos contendo ciclo triazol";"QUILOGRAMA LIQUIDO"
"29339991";"Azinfos etílico";"QUILOGRAMA LIQUIDO"
"29339992";"Ácido nalidíxico";"QUILOGRAMA LIQUIDO"
"29339993";"Clofazimina";"QUILOGRAMA LIQUIDO"
"29339995";"Metilssulfato de amezínio";"QUILOGRAMA LIQUIDO"
"29339996";"Hidrazida maleica e seus sais";"QUILOGRAMA LIQUIDO"
"29339999";"Outros compostos heterocíclicos com heteroátomo de nitrogênio";"QUILOGRAMA LIQUIDO"
"29341010";"Fentiazac";"QUILOGRAMA LIQUIDO"
"29341020";"Cloridrato de tiazolidina";"QUILOGRAMA LIQUIDO"
"29341030";"Tiabendazol";"QUILOGRAMA LIQUIDO"
"29341090";"Outros compostos heterocíclicos com um ciclo tiazol não condensado";"QUILOGRAMA LIQUIDO"
"29342010";"2-Mercaptobenzotiazol e seus sais";"QUILOGRAMA LIQUIDO"
"29342020";"2,2'-Ditio-bis(benzotiazol) (dissulfeto de benzotiazila)";"QUILOGRAMA LIQUIDO"
"29400021";"Ácido lactobiônico";"QUILOGRAMA LIQUIDO"
"20097000";"Sucos de maçãs, não fermentados";"QUILOGRAMA LIQUIDO"
"05021090";"Cerdas de javali e seus desperdícios";"QUILOGRAMA LIQUIDO"
"29310038";"Ácido clodrônico e seu sal dissódico, fotemustina";"QUILOGRAMA LIQUIDO"
"29310039";"Outros compostos organo-fosforosos";"QUILOGRAMA LIQUIDO"
"29339092";"Ácido nalidíxico";"QUILOGRAMA LIQUIDO"
"29339093";"Clofazimina";"QUILOGRAMA LIQUIDO"
"29339094";"Metenamina (hexametilenotetramina) e seus sais";"QUILOGRAMA LIQUIDO"
"29339095";"Metilsulfato de amezinio";"QUILOGRAMA LIQUIDO"
"29339096";"Hidrazida maleica e seus sais";"QUILOGRAMA LIQUIDO"
"29339099";"Outros compostos heterocíclicos de heteroátomos de nitrogênio";"QUILOGRAMA LIQUIDO"
"29339111";"Alprazolam";"QUILOGRAMA LIQUIDO"
"29339112";"Camazepam";"QUILOGRAMA LIQUIDO"
"29339113";"Clonazepam";"QUILOGRAMA LIQUIDO"
"29339114";"Clorazepato";"QUILOGRAMA LIQUIDO"
"29339115";"Clorodiazepóxido";"QUILOGRAMA LIQUIDO"
"29339119";"Sais de alprazolam, camazepam, clonazepam, etc.";"QUILOGRAMA LIQUIDO"
"29339121";"Delorazepam";"QUILOGRAMA LIQUIDO"
"29339122";"Diazepam";"QUILOGRAMA LIQUIDO"
"29339123";"Estazolam";"QUILOGRAMA LIQUIDO"
"29339129";"Sais de delorazepam, diazepam ou estazolam";"QUILOGRAMA LIQUIDO"
"29339131";"Fludiazepam";"QUILOGRAMA LIQUIDO"
"29339132";"Flunitrazepam";"QUILOGRAMA LIQUIDO"
"29339133";"Flurazepam";"QUILOGRAMA LIQUIDO"
"29339134";"Halazepam";"QUILOGRAMA LIQUIDO"
"29339139";"Sais de fludiazepam, flunitrazepam, etc.";"QUILOGRAMA LIQUIDO"
"29339141";"Loflazepato de etila";"QUILOGRAMA LIQUIDO"
"29339142";"Lorazepam";"QUILOGRAMA LIQUIDO"
"29339143";"Lormetazepam";"QUILOGRAMA LIQUIDO"
"29339149";"Sais de loflazepato de etila, lorazepam, etc.";"QUILOGRAMA LIQUIDO"
"29339151";"Mazindol";"QUILOGRAMA LIQUIDO"
"29339152";"Medazepam";"QUILOGRAMA LIQUIDO"
"29339153";"Midazolam";"QUILOGRAMA LIQUIDO"
"29339159";"Sais de mazindol, medazepam ou midazolam";"QUILOGRAMA LIQUIDO"
"29211990";"Outras monoaminas acíclicas, seus derivados e seus sais";"QUILOGRAMA LIQUIDO"
"29211991";"Clormetina (DCI) (bis(2-cloroetil)metilamina)";"QUILOGRAMA LIQUIDO"
"28051900";"Outros metais alcalinos";"QUILOGRAMA LIQUIDO"
"28051910";"Estrôncio";"QUILOGRAMA LIQUIDO"
"28051920";"Bário";"QUILOGRAMA LIQUIDO"
"28051990";"Outros metais alcalinos ou alcalinoterrosos";"QUILOGRAMA LIQUIDO"
"29400093";"Maltitol";"QUILOGRAMA LIQUIDO"
"29400094";"Lactogluconato de cálcio";"QUILOGRAMA LIQUIDO"
"29400099";"Outros éteres e ésteres de açúcares e seus sais";"QUILOGRAMA LIQUIDO"
"29411010";"Ampicilina e seus sais";"QUILOGRAMA LIQUIDO"
"29411020";"Amoxicilina e seus sais";"QUILOGRAMA LIQUIDO"
"29411031";"Penicilina V potássica";"QUILOGRAMA LIQUIDO"
"29411039";"Outras penicilinas V, derivados e sais";"QUILOGRAMA LIQUIDO"
"29411041";"Penicilina G potássica";"QUILOGRAMA LIQUIDO"
"29411042";"Penicilina G benzatínica";"QUILOGRAMA LIQUIDO"
"29411043";"Penicilina G procaínica";"QUILOGRAMA LIQUIDO"
"29411049";"Outras penicilinas G, derivados e sais";"QUILOGRAMA LIQUIDO"
"29411090";"Outras penicilinas, derivados com estrutura ácido penicilânico e sais";"QUILOGRAMA LIQUIDO"
"29412010";"Sulfatos de estreptomicinas";"QUILOGRAMA LIQUIDO"
"29412090";"Estreptomicinas, outros derivados e sais";"QUILOGRAMA LIQUIDO"
"29413010";"Cloridrato de tetraciclina";"QUILOGRAMA LIQUIDO"
"29413020";"Oxitetraciclina";"QUILOGRAMA LIQUIDO"
"29413031";"Minociclina";"QUILOGRAMA LIQUIDO"
"29413032";"Sais de minociclina";"QUILOGRAMA LIQUIDO"
"29413090";"Tetraciclina, outros derivados e sais";"QUILOGRAMA LIQUIDO"
"29221951";"N, n-dimetil-2-aminoetanol e seus sais protonados";"QUILOGRAMA LIQUIDO"
"29221952";"N,N-Dietil-2-aminoetanol e seus sais protonados";"QUILOGRAMA LIQUIDO"
"29241911";"2-Cloro-N-metilacetoacetamida";"QUILOGRAMA LIQUIDO"
"29241919";"Acetoacetamida, outros derivados/sais do produto";"QUILOGRAMA LIQUIDO"
"29241921";"N-metilformamida";"QUILOGRAMA LIQUIDO"
"29241922";"N,N-Dimetilformamida";"QUILOGRAMA LIQUIDO"
"29241923";"Fluoroacetamida";"QUILOGRAMA LIQUIDO"
"29241929";"Outras formamidas e acetamidas";"QUILOGRAMA LIQUIDO"
"29241931";"Acrilamida";"QUILOGRAMA LIQUIDO"
"29241932";"Metacrilamidas";"QUILOGRAMA LIQUIDO"
"29241939";"Outros derivados da acrilamida";"QUILOGRAMA LIQUIDO"
"29241941";"Monocrotofos";"QUILOGRAMA LIQUIDO"
"29241942";"Dicrotofos";"QUILOGRAMA LIQUIDO"
"29241949";"Crotonamidas e outros derivados deste produto";"QUILOGRAMA LIQUIDO"
"29241991";"N,N'-Dimetilureia";"QUILOGRAMA LIQUIDO"
"29241992";"Carisoprodol";"QUILOGRAMA LIQUIDO"
"29241993";"N,N'-(Diestearoil)etilenodiamina (N,N'-etilen-bis-estearamida)";"QUILOGRAMA LIQUIDO"
"29241994";"Dietanolamidas de ácidos graxos de c12 a c18";"QUILOGRAMA LIQUIDO"
"29241230";"Monocrotofós";"QUILOGRAMA LIQUIDO"
"29241999";"Outras amidas acíclicas, derivados e sais deste produto";"QUILOGRAMA LIQUIDO"
"29242111";"Hexanitrocarbanilidas";"QUILOGRAMA LIQUIDO"
"29242119";"Carbanilidas, seus outros derivados e sais";"QUILOGRAMA LIQUIDO"
"29242120";"Diuron";"QUILOGRAMA LIQUIDO"
"29333352";"Dipipanona";"QUILOGRAMA LIQUIDO"
"29333359";"Sais de difenoxina ou de dipipanona";"QUILOGRAMA LIQUIDO"
"29333361";"Fenciclidina (PCP)";"QUILOGRAMA LIQUIDO"
"29333362";"Fenoperidina";"QUILOGRAMA LIQUIDO"
"29333363";"Fentanil";"QUILOGRAMA LIQUIDO"
"29333369";"Sais de fenciclidina, fenoperidina ou fentanil";"QUILOGRAMA LIQUIDO"
"29333371";"Metilfenidato";"QUILOGRAMA LIQUIDO"
"29333372";"Pentazocina";"QUILOGRAMA LIQUIDO"
"29333379";"Sais de metilfenidato ou de pentazocina";"QUILOGRAMA LIQUIDO"
"84119100";"Partes de turborreatores ou de turbopropulsores";"QUILOGRAMA LIQUIDO"
"84119900";"Partes de outras turbinas a gás";"QUILOGRAMA LIQUIDO"
"84121000";"Propulsores a reação, exceto os turborreatores";"NUMERO (UNIDADE)"
"84122110";"Cilindros hidráulicos";"NUMERO (UNIDADE)"
"84122190";"Outros motores hidráulicos, de movimento retilíneo";"NUMERO (UNIDADE)"
"84122900";"Outros motores hidráulicos";"NUMERO (UNIDADE)"
"84123110";"Cilindros pneumáticos";"NUMERO (UNIDADE)"
"84123190";"Outros motores pneumáticos, de movimento retilíneo";"NUMERO (UNIDADE)"
"84123900";"Outros motores pneumáticos";"NUMERO (UNIDADE)"
"84128000";"Outros motores e máquinas motrizes";"NUMERO (UNIDADE)"
"84129010";"Partes de propulsores à reação";"QUILOGRAMA LIQUIDO"
"84129020";"Partes de máquinas a vapor, de movimento retilíneo";"QUILOGRAMA LIQUIDO"
"84289090";"Outras máquinas e aparelhos de elevação, de carga, de descarga, etc.";"NUMERO (UNIDADE)"
"29319074";"Difluoreto de alquilfosfonila, com grupo alquila de C1 a C3";"QUILOGRAMA LIQUIDO"
"29319075";"Hidrogênio alquil(de C1 a C3)fosfonitos de [O-2-(dialquil(de C1 a C3)amino)etila], seus ésteres de O-alquila (de até C10, incluindo os cicloalquila); sais alquilados ou protonados destes produtos";"QUILOGRAMA LIQUIDO"
"29319076";"Outros compostos que contenham um átomo de fósforo ligado a um grupo alquila (de C1 a C3), sem outros átomos de carbono";"QUILOGRAMA LIQUIDO"
"29319077";"N,N-Dialquil(de C1 a C3)fosforoamidocianidatos de O-alquila (de até C10, incluindo os cicloalquila)";"QUILOGRAMA LIQUIDO"
"29319079";"Outros compostos organofosforados";"QUILOGRAMA LIQUIDO"
"29319090";"Outros compostos organo-inorgânicos";"QUILOGRAMA LIQUIDO"
"29321100";"Tetraidrofurano";"QUILOGRAMA LIQUIDO"
"29321200";"2-Furaldeído (furfural)";"QUILOGRAMA LIQUIDO"
"29342031";"2-(Terbutilaminotio)benzotiazol (N-terbutil-benzotiazol-sulfenamida)";"QUILOGRAMA LIQUIDO"
"29342032";"2-(Cicloexilaminotio)benzotiazol (N-cicloexil-benzotiazol-sulfenamida)";"QUILOGRAMA LIQUIDO"
"29342033";"2-(Dicicloexilaminotio)benzotiazol (N,N-dicicloexil-benzotiazol-sulfenamida)";"QUILOGRAMA LIQUIDO"
"29342034";"2-(4-Morfoliniltio)benzotiazol (N-oxidietileno-benzotiazol-sulfenamida)";"QUILOGRAMA LIQUIDO"
"29342039";"Outros benzotiazois-sulfenamidas";"QUILOGRAMA LIQUIDO"
"29342040";"2-(Tiocianometiltio)benzotiazol (TCMTB)";"QUILOGRAMA LIQUIDO"
"29342090";"Outros compostos heterocíclicos com ciclos de benzotiazol";"QUILOGRAMA LIQUIDO"
"29343010";"Maleato de metotrimeprazina (maleato de levomepromazina)";"QUILOGRAMA LIQUIDO"
"29343020";"Enantato de flufenazina";"QUILOGRAMA LIQUIDO"
"29343030";"Prometazina";"QUILOGRAMA LIQUIDO"
"29343090";"Outros compostos heterocíclicos com estrutura de ciclo fenotiazina";"QUILOGRAMA LIQUIDO"
"29349011";"Morfolina e seus sais";"QUILOGRAMA LIQUIDO"
"29391022";"Oximorfona (""oxymorphone"") e seus sais";"QUILOGRAMA LIQUIDO"
"29391023";"Folcodina (""pholcodine"") e seus sais";"QUILOGRAMA LIQUIDO"
"30039029";"Medicamento com outras enzimas, não contendo vitaminas, etc, exceto em doses";"QUILOGRAMA LIQUIDO"
"30039031";"Medicamento contendo permetrina, etc, exceto em doses";"QUILOGRAMA LIQUIDO"
"30039032";"Medicamento contendo ácido deidrocólico, etc, exceto em doses";"QUILOGRAMA LIQUIDO"
"30039033";"Medicamento contendo ácido glucônico/sais/ésteres, exceto em doses";"QUILOGRAMA LIQUIDO"
"30039034";"Medicamento contendo ácido o-acetilsalicilico/etc, exceto em doses";"QUILOGRAMA LIQUIDO"
"30039035";"Medicamento contendo tiratricol/lactofosfato cálcio, exceto em doses";"QUILOGRAMA LIQUIDO"
"30039036";"Medicamento contendo ácido láctico/sais/etc, exceto em doses";"QUILOGRAMA LIQUIDO"
"30039037";"Medicamento contendo ácido fumárico/sais/etc, exceto em doses";"QUILOGRAMA LIQUIDO"
"30039038";"Medicamento contendo etretinato, miltefosina, etc, exceto em doses";"QUILOGRAMA LIQUIDO"
"30039039";"Medicamento c/outs.ácidos carboxílicos, etc.exceto em doses";"QUILOGRAMA LIQUIDO"
"30039041";"Medicamento contendo sulfato de tranilcipromina, etc, exceto em doses";"QUILOGRAMA LIQUIDO"
"30039042";"Medicamento com ácido sulfanílico, sais, etc, exceto em doses";"QUILOGRAMA LIQUIDO"
"30039043";"Medicamento contendo clembuterol/seu cloridrato, exceto em doses";"QUILOGRAMA LIQUIDO"
"30039044";"Medicamento contendo tamoxifen/seu citrato, exceto em doses";"QUILOGRAMA LIQUIDO"
"30039045";"Medicamento contendo levodopa/alfa-metildopa, exceto em doses";"QUILOGRAMA LIQUIDO"
"15152910";"Óleo de milho, refinado, em recipientes com capacidade inferior ou igual a 5 litros";"QUILOGRAMA LIQUIDO"
"15152990";"Outros óleos de milho";"QUILOGRAMA LIQUIDO"
