"Código NCM";"Descrição NCM";"Unidade estatística"
"88023010";"Aviões e outros veículos aéreos, a hélice, de peso superior a 2.000 kg, mas não superior a 15.000 kg, vazios";"NUMERO (UNIDADE)"
"48025510";"Papel fibra de peso igual ou superior a 40 g/m2, mas não superior a 150 g/m2, em rolos, De largura não superior a 15 cm";"QUILOGRAMA LIQUIDO"
"48025591";"Papel de desenho, sem fibra obtida por processo mecânico, de peso igual ou superior a 40 g/m2, mas não superior a 150 g/m2, em rolos";"QUILOGRAMA LIQUIDO"
"48203000";"Classificadores, capas para encadernação (exceto as capas para livros) e capas de processos";"QUILOGRAMA LIQUIDO"
"48204000";"Formulários em blocos tipo manifold, mesmo com folhas intercaladas de papel-carbono";"QUILOGRAMA LIQUIDO"
"48205000";"Álbuns para amostras ou coleções, de papel ou cartão";"QUILOGRAMA LIQUIDO"
"48209000";"Outros artigos de papel/cartão, para escritório/papelaria, etc";"QUILOGRAMA LIQUIDO"
"48211000";"Etiquetas de qualquer espécie, de papel ou cartão, impressas";"QUILOGRAMA LIQUIDO"
"48219000";"Etiquetas de qualquer espécie, de papel ou cartão, exceto impressas";"QUILOGRAMA LIQUIDO"
"48221000";"Carreteis, bobinas, canelas e suportes semelhantes, de pasta de papel, papel ou cartão, mesmo perfurados ou endurecidos, dos tipos utilizados para enrolamento de fios têxteis";"QUILOGRAMA LIQUIDO"
"48229000";"Carreteis, bobinas, canelas e suportes semelhantes, de pasta de papel, papel ou cartão, mesmo perfurados ou endurecidos, para outros usos";"QUILOGRAMA LIQUIDO"
"28342990";"Outros nitratos";"QUILOGRAMA LIQUIDO"
"28351011";"Fosfinato (hipofosfito) de sódio";"QUILOGRAMA LIQUIDO"
"28351019";"Outros fosfinatos (hipofosfitos)";"QUILOGRAMA LIQUIDO"
"28351021";"Fosfonato (fosfito) dibásico de chumbo";"QUILOGRAMA LIQUIDO"
"28351029";"Outros fosfonatos (fosfitos)";"QUILOGRAMA LIQUIDO"
"28352200";"Fosfato mono ou dissódico";"QUILOGRAMA LIQUIDO"
"28352300";"Fosfato de trissódio";"QUILOGRAMA LIQUIDO"
"29049013";"2-Cloro-1,3-dinitrobenzeno";"QUILOGRAMA LIQUIDO"
"29049014";"4-Cloro-alfa,alfa,alfa-trifluor-3,5-dinitrotolueno";"QUILOGRAMA LIQUIDO"
"26206000";"Cinzas e resíduos, que contenham arsênio, mercúrio, tálio ou suas misturas, dos tipos utilizados para extração de arsênio ou destes metais ou para fabricação dos seus compostos químicos";"QUILOGRAMA LIQUIDO"
"26209010";"Cinzas e resíduos contendo titânio";"QUILOGRAMA LIQUIDO"
"26209090";"Cinzas e resíduos contendo outros metais ou compostos";"QUILOGRAMA LIQUIDO"
"28256010";"Óxidos de germanio";"QUILOGRAMA LIQUIDO"
"28256020";"Dióxido de zircônio";"QUILOGRAMA LIQUIDO"
"28257010";"Trióxido de molibdênio";"QUILOGRAMA LIQUIDO"
"28257090";"Outros óxidos e hidróxidos de molibdênio";"QUILOGRAMA LIQUIDO"
"28258010";"Trióxido de antimônio";"QUILOGRAMA LIQUIDO"
"28258090";"Outros óxidos de antimônio";"QUILOGRAMA LIQUIDO"
"28259010";"Óxido de cádmio";"QUILOGRAMA LIQUIDO"
"28259020";"Trióxido de tungstênio (volframio)";"QUILOGRAMA LIQUIDO"
"28259030";"Óxidos de mercúrio";"QUILOGRAMA LIQUIDO"
"28259090";"Óxidos, hidróxidos e peróxidos de outros metais, etc.";"QUILOGRAMA LIQUIDO"
"28261110";"Fluoreto ácido de amônio";"QUILOGRAMA LIQUIDO"
"29034919";"Outros derivados do metano, etano, etc, halogenados, com fluor e cloro";"QUILOGRAMA LIQUIDO"
"29034920";"Derivados do metano, etano, propano, halogenados, com fluor e bromo";"QUILOGRAMA LIQUIDO"
"29034931";"Halotano (bromoclorotrifluoretano)";"QUILOGRAMA LIQUIDO"
"29034939";"Outros derivados do bromoclorotrifluoretano";"QUILOGRAMA LIQUIDO"
"29034990";"Outros derivados halogenados dos hidrocarbonetos acíclicos com dois halogênios diferentes";"QUILOGRAMA LIQUIDO"
"29035110";"Lindano (1, 2, 3, 4, 5, 6-hexaclorocicloexano)";"QUILOGRAMA LIQUIDO"
"29035190";"Outros derivados do 1, 2, 3, 4, 5, 6-hexaclorocicloexano";"QUILOGRAMA LIQUIDO"
"29035210";"Aldrin";"QUILOGRAMA LIQUIDO"
"40091000";"Tubo de borracha vulcanizada não endurecida, não reforçado, sem acessórios";"QUILOGRAMA LIQUIDO"
"40091100";"Tubo de borracha vulcanizada não endurecida, não reforçado, sem acessórios";"QUILOGRAMA LIQUIDO"
"40091210";"Tubo de borracha vulcanizada não endurecida, com acessórios, com uma pressão de ruptura superior ou igual a 17,3 MPa";"QUILOGRAMA LIQUIDO"
"40091290";"Outros tubos de borracha vulcanizada não endurecida, com acessórios";"QUILOGRAMA LIQUIDO"
"40092010";"Tubo de borracha vulcanizada, não endurecida, com metal, sem acessórios, pressão de ruptura menor que 17.3 Mpa";"QUILOGRAMA LIQUIDO"
"40092090";"Outros tubos de borracha vulcanizada não endurecida, com metal, sem acessórios";"QUILOGRAMA LIQUIDO"
"40092110";"Tubos de borracha vulcanizada não endurecida, reforçados apenas com metal ou associados de outra forma apenas com metal, sem acessórios, com uma pressão de ruptura superior ou igual a 17,3 MPa";"QUILOGRAMA LIQUIDO"
"40092190";"Outros tubos de borracha vulcanizada não endurecida, reforçados apenas com metal ou associados de outra forma apenas com metal, sem acessórios";"QUILOGRAMA LIQUIDO"
"40092210";"Tubos de borracha vulcanizada não endurecida, reforçados apenas com metal ou associados de outra forma apenas com metal, com acessórios, com uma pressão de ruptura superior ou igual a 17,3 MPa";"QUILOGRAMA LIQUIDO"
"40092290";"Outros tubos de borracha vulcanizada não endurecida, reforçados apenas com metal ou associados de outra forma apenas com metal, com acessórios";"QUILOGRAMA LIQUIDO"
"40093000";"Outros tubos de borracha vulcanizada não endurecida, com matéria têxtil, sem acessórios";"QUILOGRAMA LIQUIDO"
"40093100";"Tubos de borracha vulcanizada não endurecida, reforçados apenas com matérias têxteis ou associados de outra forma apenas com matérias têxteis, sem acessórios";"QUILOGRAMA LIQUIDO"
"42029100";"Outros artefatos, com a superfície exterior de couro natural ou reconstituído";"NUMERO (UNIDADE)"
"42029200";"Outros artefatos, com a superfície exterior de folhas de plásticos ou de matérias têxteis";"NUMERO (UNIDADE)"
"42029900";"Outros artefatos, de outras matérias";"QUILOGRAMA LIQUIDO"
"42031000";"Vestuário, de couro natural ou reconstituído";"QUILOGRAMA LIQUIDO"
"42032100";"Luvas, mitenes e semelhantes, especialmente concebidas para a prática de esportes, de couro natural ou reconstituído";"PARES"
"41053000";"Peles curtidas ou crust de ovinos, depiladas, mesmo divididas, mas não preparadas de outro modo, no estado seco (crust)";"METRO QUADRADO"
"41061100";"Peles depiladas, de caprinos, com pre-curtimenta vegetal";"METRO QUADRADO"
"41061210";"Peles depiladas, de caprinos, curtida ao cromo, úmido, ""wet blue""";"METRO QUADRADO"
"41061290";"Peles depiladas, de caprinos, pre-curtidas de outro modo";"METRO QUADRADO"
"41061900";"Outras peles depiladas, de caprinos, curtidas ou recurtidas";"METRO QUADRADO"
"41062010";"Peles depiladas, de caprinos, curtidas ao cromo, com acabamento";"METRO QUADRADO"
"41062090";"Outras peles depiladas, de caprinos, apergaminhado, preparadas após curtimento";"METRO QUADRADO"
"41062110";"Couros e peles, depilados, de caprinos, no estado úmido (incluindo wet-blue), com pré-curtimenta vegetal";"METRO QUADRADO"
"41062121";"Couros e peles, depilados, de caprinos, no estado úmido (incluindo wet-blue), pré-curtidos ao cromo (wet-blue)";"METRO QUADRADO"
"41062129";"Outros couros e peles, depilados, de caprinos, no estado úmido (incluindo wet-blue), pré-curtidos de outro modo";"METRO QUADRADO"
"41062190";"Outros couros e peles de caprinos, curtidos";"METRO QUADRADO"
"41062200";"Couros e peles de caprinos, no estado seco ""crust""";"METRO QUADRADO"
"41063110";"Couros e peles de suínos, no estado úmido (incluindo wet-blue), simplesmente curtidos ao cromo (wet-blue)";"METRO QUADRADO"
"41063190";"Outros couros e peles de suínos, no estado úmido (incluindo wet-blue)";"METRO QUADRADO"
"41063200";"Couros e peles de suínos, no estado seco (crust)";"METRO QUADRADO"
"44182000";"Portas e respectivos caixilhos, alizares e soleiras, de madeira";"QUILOGRAMA LIQUIDO"
"44183000";"Painéis de madeira, para soalhos";"METRO QUADRADO"
"44184000";"Armações para concreto, de madeira";"QUILOGRAMA LIQUIDO"
"44185000";"Fasquias para telhados (shingles e shakes), de madeira";"QUILOGRAMA LIQUIDO"
"44186000";"Postes e vigas de madeira";"QUILOGRAMA LIQUIDO"
"44187100";"Painéis para pisos (pavimentos) em mosaico";"METRO QUADRADO"
"44187200";"Outros painéis montados para revestimento de pisos (pavimentos), de camadas múltiplas";"QUILOGRAMA LIQUIDO"
"44187900";"Outros painéis montados para soalhos";"QUILOGRAMA LIQUIDO"
"44189000";"Outras obras de marcenaria ou de carpintaria para construções";"QUILOGRAMA LIQUIDO"
"44190000";"Artefatos de madeira para mesa ou cozinha";"QUILOGRAMA LIQUIDO"
"44201000";"Estatuetas e outros objetos de ornamentação, de madeira";"QUILOGRAMA LIQUIDO"
"44209000";"Madeira marchetada e madeira incrustada; estojos e guarda-jóias para joalheria e ourivesaria, e obras semelhantes, de madeira; artigos de mobiliário, de madeira, que não se incluam no Capítulo 94";"QUILOGRAMA LIQUIDO"
"44211000";"Cabides para vestuário, de madeira";"QUILOGRAMA LIQUIDO"
"44219000";"Outras obras de madeira";"QUILOGRAMA LIQUIDO"
"45011000";"Cortiça natural, em bruto ou simplesmente preparada";"QUILOGRAMA LIQUIDO"
"45019000";"Desperdícios de cortiça, cortiça triturada, granulada, etc";"QUILOGRAMA LIQUIDO"
"45020000";"Cortiça natural, sem a crosta ou simplesmente esquadriada, ou em cubos, chapas, folhas ou tiras, de forma quadrada ou retangular (incluindo os esboços com arestas vivas, para rolhas)";"QUILOGRAMA LIQUIDO"
"45031000";"Rolhas de cortiça natural";"QUILOGRAMA LIQUIDO"
"45039000";"Outras obras de cortiça natural";"QUILOGRAMA LIQUIDO"
"48113913";"Outros papéis/cartões, revestidos de polietileno, estratificado alumínio impregnado";"QUILOGRAMA LIQUIDO"
"48113919";"Papel/cartão revestido de outros plásticos, em rolos/folhas";"QUILOGRAMA LIQUIDO"
"48113920";"Outros papéis/cartões impregnados de plástico, em rolos/folhas";"QUILOGRAMA LIQUIDO"
"48114000";"Papel/cartão, revestido/impregnado com cera, parafina, etc, em rolos/folhas";"QUILOGRAMA LIQUIDO"
"48114110";"Papel e cartão auto-adesivos, em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas";"QUILOGRAMA LIQUIDO"
"29037736";"Dicloroexafluoropropanos";"QUILOGRAMA LIQUIDO"
"29037737";"Cloroeptafluoropropanos";"QUILOGRAMA LIQUIDO"
"29037790";"Outros derivados peralogenados dos hidrocarbonetos acíclicos, com fluor e bromo";"QUILOGRAMA LIQUIDO"
"29037800";"Outros derivados peralogenados";"QUILOGRAMA LIQUIDO"
"29037911";"Clorofluoroetanos";"QUILOGRAMA LIQUIDO"
"29037912";"Clorotetrafluoroetanos";"QUILOGRAMA LIQUIDO"
"29037919";"Outros derivados peralogenados";"QUILOGRAMA LIQUIDO"
"29037920";"Derivados metano, etano ou propano ,halogenado, com fluor e bromo";"QUILOGRAMA LIQUIDO"
"29037931";"Halotano";"QUILOGRAMA LIQUIDO"
"29037939";"Outros bromoclorotrifluoroetanos";"QUILOGRAMA LIQUIDO"
"29037990";"Outros derivados peralogenados dos hidrocarbonetos acíclicos, contendo ao menos dois halogênios diferentes";"QUILOGRAMA LIQUIDO"
"29038110";"Lindano";"QUILOGRAMA LIQUIDO"
"29038190";"Outros 1,2,3,4,5,6-hexaclorocicloexano";"QUILOGRAMA LIQUIDO"
"90213120";"Próteses articulares mioelétricas";"QUILOGRAMA LIQUIDO"
"90213190";"Outras próteses articulares";"QUILOGRAMA LIQUIDO"
"90213911";"Válvulas cardiacas mecânicas";"QUILOGRAMA LIQUIDO"
"90213919";"Outras válvulas cardíacas";"QUILOGRAMA LIQUIDO"
"90213920";"Lentes intraoculares";"QUILOGRAMA LIQUIDO"
"90213930";"Próteses de artérias vasculares revestidas";"QUILOGRAMA LIQUIDO"
"90213940";"Próteses mamárias não implantáveis";"QUILOGRAMA LIQUIDO"
"90213980";"Outros artigos e aparelhos de prótese";"QUILOGRAMA LIQUIDO"
"90213991";"Partes de próteses modulares que substituem membros superiores ou inferiores";"QUILOGRAMA LIQUIDO"
"90213999";"Outras partes/acessórios de artigos e aparelhos de prótese";"QUILOGRAMA LIQUIDO"
"90214000";"Aparelhos para facilitar a audição dos surdos, exceto as partes e acessórios";"NUMERO (UNIDADE)"
"90215000";"Marca-passos cardíacos, exceto as partes e acessórios";"NUMERO (UNIDADE)"
"90219011";"Cardiodesfibriladores automáticos";"QUILOGRAMA LIQUIDO"
"90219019";"Outros aparelhos implantáveis orgânicos, para compensar defeito/incapacidade";"QUILOGRAMA LIQUIDO"
"90219080";"Outros aparelhos para compensar deficiências ou enfermidades";"QUILOGRAMA LIQUIDO"
"90219081";"Implantes expansíveis (stents), mesmo montados sobre cateter do tipo balão";"QUILOGRAMA LIQUIDO"
"91119010";"Fundos para caixa de relógio de pulso/bolso, de metal comum";"QUILOGRAMA LIQUIDO"
"91119090";"Outras partes para caixa de relógio de pulso/bolso";"QUILOGRAMA LIQUIDO"
"84314920";"Partes de outras máquinas e aparelhos de terraplanagem";"QUILOGRAMA LIQUIDO"
"84314921";"Cabinas para máquinas e aparelhos de terraplanagem e etc.";"QUILOGRAMA LIQUIDO"
"84314922";"Lagartas de máquinas ou aparelhos das posições 84.29 ou 84.30";"QUILOGRAMA LIQUIDO"
"84314923";"Tanques de combustível e demais reservatórios";"QUILOGRAMA LIQUIDO"
"84314929";"Outras partes de máquinas e aparelhos de terraplanagem etc";"QUILOGRAMA LIQUIDO"
"84321000";"Arados e charruas";"NUMERO (UNIDADE)"
"84322100";"Grades de discos, de uso agrícola, hortícola ou florestal, para preparação ou trabalho do solo ou para cultura";"NUMERO (UNIDADE)"
"84322900";"Outras grades, escarificadores, cultivadores, enxadas, etc.";"NUMERO (UNIDADE)"
"84323010";"Semeadores-adubadores";"NUMERO (UNIDADE)"
"84323090";"Outros semeadores, plantadores e transplantadores";"NUMERO (UNIDADE)"
"85271390";"Outros aparelhos receptores de radiodifusão, combinados com aparelhos de som, à pilha ou eletricidade";"NUMERO (UNIDADE)"
"85271910";"Aparelhos receptores de rádio, combinado com  relógio, a pilha ou eletricidade";"NUMERO (UNIDADE)"
"85271990";"Outros aparelhos receptores de radiodifusão, à pilha/elétricos, etc";"NUMERO (UNIDADE)"
"85421399";"Outros semicondutores de óxido metálico, tecnologia mos";"NUMERO (UNIDADE)"
"85421410";"Circuito obtido por tecnologia bipolar, não montados";"NUMERO (UNIDADE)"
"85421420";"Circuito obtido tecnologia bipolar, montados, para montagem em superfície";"NUMERO (UNIDADE)"
"85421490";"Outros circuitos digitais, obtidos por tecnologia bipolar";"NUMERO (UNIDADE)"
"85421910";"Outros circuitos integrados monolíticos digitais, não montados";"NUMERO (UNIDADE)"
"84311090";"Partes de outras talhas, cadernais, moitões, guinchos, etc.";"QUILOGRAMA LIQUIDO"
"84312011";"Partes de empilhadeiras, autopropulsadas";"QUILOGRAMA LIQUIDO"
"84312019";"Partes de outras empilhadeiras";"QUILOGRAMA LIQUIDO"
"84312090";"Partes de outros veículos para movimentação de carga, com dispositivo de elevação";"QUILOGRAMA LIQUIDO"
"84313110";"Partes de elevadores";"QUILOGRAMA LIQUIDO"
"84313190";"Partes de monta-cargas ou de escadas rolantes";"QUILOGRAMA LIQUIDO"
"84313900";"Partes de outras máquinas e aparelhos de elevação de carga, etc.";"QUILOGRAMA LIQUIDO"
"84314100";"Caçambas, mesmo de mandíbulas, pás, ganchos e tenazes, para máquinas e aparelhos de terraplanagem (aparelhos das posições 84.26, 84.29 ou 84.30)";"NUMERO (UNIDADE)"
"84314200";"Lâminas para bulldozers ou angledozers";"NUMERO (UNIDADE)"
"73182900";"Outros artefatos não roscados, de ferro fundido, ferro ou aço";"QUILOGRAMA LIQUIDO"
"73191000";"Agulhas de costura, cerzir ou bordar, de ferro ou aço";"QUILOGRAMA LIQUIDO"
"73192000";"Alfinetes de segurança, de ferro ou aço";"QUILOGRAMA LIQUIDO"
"73193000";"Outros alfinetes de uso manual, de ferro ou aço";"QUILOGRAMA LIQUIDO"
"73194000";"Alfinetes de seguranca e outros alfinetes";"QUILOGRAMA LIQUIDO"
"73199000";"Outras agulhas/artefatos semelhantes, de uso manual, de ferro/aço";"QUILOGRAMA LIQUIDO"
"73201000";"Molas de folhas e suas folhas, de ferro ou aço";"QUILOGRAMA LIQUIDO"
"82012000";"Forcados e forquilhas, de metais comuns";"QUILOGRAMA LIQUIDO"
"82013000";"Alviões, picaretas, enxadas, sachos, ancinhos e raspadeiras, de metais comuns";"QUILOGRAMA LIQUIDO"
"82014000";"Machados, podões e ferramentas semelhantes com gume, de metais comuns";"QUILOGRAMA LIQUIDO"
"27101919";"Outros querosenes";"METRO CUBICO"
"27101921";"Gasóleo (óleo diesel)";"METRO CUBICO"
"27101922";"Fuel oil";"METRO CUBICO"
"27101929";"Outros óleos combustíveis";"METRO CUBICO"
"27101931";"Óleos lubrificantes sem aditivos";"QUILOGRAMA LIQUIDO"
"27101932";"Óleos lubrificantes com aditivos";"QUILOGRAMA LIQUIDO"
"27101991";"Óleos minerais brancos (óleos de vaselina ou de parafina)";"QUILOGRAMA LIQUIDO"
"27101992";"Líquidos para transmissões hidráulicas";"QUILOGRAMA LIQUIDO"
"27101993";"Óleos para isolamento elétrico";"QUILOGRAMA LIQUIDO"
"28415019";"Outros cromatos e dicromatos";"QUILOGRAMA LIQUIDO"
"28415020";"Peroxocromatos";"QUILOGRAMA LIQUIDO"
"28416100";"Permanganato de potássio";"QUILOGRAMA LIQUIDO"
"28416910";"Manganitos";"QUILOGRAMA LIQUIDO"
"28416920";"Manganatos";"QUILOGRAMA LIQUIDO"
"28416930";"Outros permanganatos";"QUILOGRAMA LIQUIDO"
"28417010";"Molibdato de amônio";"QUILOGRAMA LIQUIDO"
"28417020";"Molibdato de sódio";"QUILOGRAMA LIQUIDO"
"28417090";"Outros molibdatos";"QUILOGRAMA LIQUIDO"
"28418010";"Tungstato (volframato) de amônio";"QUILOGRAMA LIQUIDO"
"28418020";"Tungstato (volframato) de chumbo";"QUILOGRAMA LIQUIDO"
"28418090";"Outros tungstatos (volframatos)";"QUILOGRAMA LIQUIDO"
"28419011";"Titanato de chumbo";"QUILOGRAMA LIQUIDO"
"28419012";"Titanatos de bário ou de bismuto";"QUILOGRAMA LIQUIDO"
"28419013";"Titanatos de cálcio ou de estrôncio";"QUILOGRAMA LIQUIDO"
"28419014";"Titanato de magnésio";"QUILOGRAMA LIQUIDO"
"28419015";"Titanatos de lantânio ou de neodímio";"QUILOGRAMA LIQUIDO"
"28419019";"Outros titanatos";"QUILOGRAMA LIQUIDO"
"46019300";"Outras matérias para entrançar, de rotim";"QUILOGRAMA LIQUIDO"
"94060091";"Outras construções pré-fabricadas, com estrutura de madeira e paredes exteriores constituídas essencialmente dessa matéria";"QUILOGRAMA LIQUIDO"
"94060092";"Outras construções pré-fabricadas, com estrutura de ferro ou aço e paredes exteriores constituídas essencialmente dessas matérias";"QUILOGRAMA LIQUIDO"
"94060099";"Outras construções pré-fabricadas, de outras matérias";"QUILOGRAMA LIQUIDO"
"95010000";"Brinquedos de rodas para crianças e carrinhos para bonecos";"QUILOGRAMA LIQUIDO"
"95021010";"Bonecos de figura humana, com mecanismo à corda/elétrico";"NUMERO (UNIDADE)"
"73202010";"Molas helicoidais cilíndricas, de ferro ou aço";"QUILOGRAMA LIQUIDO"
"73202090";"Outras molas helicoidais de ferro ou aço";"QUILOGRAMA LIQUIDO"
"73209000";"Outras molas de ferro ou aço";"QUILOGRAMA LIQUIDO"
"73211100";"Aparelhos para cozinhar e aquecedores de pratos, de ferro fundido, ferro ou aço, a combustíveis gasosos, ou a gás e outros combustíveis";"NUMERO (UNIDADE)"
"73211200";"Aparelhos para cozinhar e aquecedores de pratos, de ferro fundido, ferro ou aço, a combustíveis líquidos";"NUMERO (UNIDADE)"
